ensg	lof.pLI	lof.z_score	mis.z_score	syn.z_score
ENSG00000121644	5.88E-01	1.80E+00	1.16E+00	1.38E-01
ENSG00000140543	6.52E-03	2.94E+00	4.09E-01	-1.11E+00
ENSG00000165325	9.68E-11	1.02E+00	6.22E-02	3.01E-01
ENSG00000182108	1.05E-01	2.50E-01	5.75E-01	-4.45E-01
ENSG00000160049	7.72E-03	2.28E+00	5.91E-01	9.01E-01
ENSG00000169598	4.49E-09	8.07E-01	7.89E-01	4.06E-01
ENSG00000185000	3.85E-18	1.06E+00	4.20E-01	-1.45E+00
ENSG00000062282	2.43E-08	1.77E+00	6.76E-01	-1.32E-01
ENSG00000070413	3.72E-03	3.04E+00	1.46E-01	-7.27E-01
ENSG00000128185	2.44E-07	9.52E-01	1.45E+00	9.54E-01
ENSG00000128191	1.00E+00	5.99E+00	4.02E+00	6.64E-01
ENSG00000065357	1.00E+00	6.10E+00	3.55E+00	1.62E+00
ENSG00000136267	1.58E-04	2.67E+00	9.60E-01	-1.77E+00
ENSG00000077044	5.05E-04	5.68E+00	2.33E+00	-8.08E-01
ENSG00000153933	1.26E-13	1.44E+00	8.84E-01	-1.20E+00
ENSG00000058866	3.43E-16	2.02E+00	1.23E+00	1.02E+00
ENSG00000102780	1.36E-12	4.22E+00	2.78E+00	8.26E-02
ENSG00000157680	1.00E+00	6.04E+00	2.73E+00	-1.14E-01
ENSG00000145214	7.75E-36	-7.30E-01	-2.62E+00	-4.60E+00
ENSG00000149091	1.00E+00	6.22E+00	4.11E+00	2.21E-01
ENSG00000133943	2.12E-19	1.64E-01	5.36E-01	8.02E-02
ENSG00000114956	6.22E-08	9.48E-01	-2.62E-01	-6.80E-01
ENSG00000116133	4.86E-02	3.83E+00	2.39E+00	9.49E-01
ENSG00000172893	1.15E-12	9.58E-01	7.63E-01	-7.49E-01
ENSG00000117682	9.10E-01	3.69E+00	1.78E+00	9.46E-01
ENSG00000104808	5.45E-10	3.06E-01	2.62E-01	-4.60E-01
ENSG00000228716	6.08E-02	1.45E+00	1.70E+00	1.05E+00
ENSG00000178700	2.54E-03	7.08E-01	8.93E-01	-4.93E-01
ENSG00000139549	2.67E-04	1.43E+00	1.43E+00	-1.60E+00
ENSG00000102967	1.61E-08	1.26E+00	-1.13E-01	-2.14E-01
ENSG00000095059	3.63E-05	2.26E+00	2.25E-01	-1.26E+00
ENSG00000157379	7.47E-12	4.79E-01	1.27E+00	1.53E+00
ENSG00000278535	2.99E-04	1.78E+00	4.81E-01	2.70E-01
ENSG00000102796	1.03E-07	5.44E-01	-3.24E-02	-8.96E-01
ENSG00000167536	4.19E-13	-1.76E+00	-1.08E-01	-2.89E-01
ENSG00000100867	8.99E-11	-1.22E-01	-1.07E+00	-2.43E-01
ENSG00000162496	1.71E-02	2.21E+00	1.83E+00	8.34E-01
ENSG00000157326	1.12E-05	1.26E+00	-3.32E-01	1.50E-01
ENSG00000187630	1.06E-07	3.56E-01	-1.96E+00	-9.31E-01
ENSG00000100612	1.54E-11	1.65E-01	-2.97E-01	-2.56E-01
ENSG00000109016	1.05E-07	7.34E-01	1.23E+00	1.33E+00
ENSG00000184544	8.94E-10	2.49E-01	-1.19E-01	1.22E-01
ENSG00000073737	1.51E-04	1.61E+00	-4.58E-01	6.88E-01
ENSG00000181192	2.36E-15	2.42E+00	3.09E-02	1.53E-01
ENSG00000109606	1.00E+00	7.14E+00	7.94E+00	3.26E-01
ENSG00000204560	1.05E-14	4.00E+00	4.26E+00	2.50E+00
ENSG00000067248	2.79E-04	4.92E+00	2.15E+00	5.36E-01
ENSG00000132153	1.00E+00	8.73E+00	6.91E+00	-4.06E-01
ENSG00000089876	2.29E-14	1.96E+00	2.04E+00	6.64E-01
ENSG00000005100	3.77E-07	3.05E+00	1.36E+00	6.63E-01
ENSG00000134815	1.28E-29	1.02E+00	8.87E-02	-4.99E-01
ENSG00000101452	1.63E-21	1.35E+00	8.71E-01	2.18E-02
ENSG00000174953	1.00E+00	5.94E+00	2.32E+00	-1.65E-01
ENSG00000150990	1.98E-01	5.61E+00	1.77E+00	1.88E-01
ENSG00000140829	2.75E-20	3.85E+00	2.33E+00	-2.36E-02
ENSG00000108406	2.77E-01	3.98E+00	3.70E+00	7.29E-01
ENSG00000163214	3.02E-17	3.81E+00	-9.27E-01	-1.45E+00
ENSG00000108771	8.88E-15	1.68E+00	1.83E+00	8.70E-01
ENSG00000067596	7.11E-04	5.44E+00	6.86E+00	1.09E+00
ENSG00000135829	1.00E+00	8.04E+00	7.23E+00	1.92E-01
ENSG00000184047	3.91E-10	3.98E-01	-3.76E-01	-1.20E+00
ENSG00000131504	1.00E+00	6.81E+00	2.45E+00	-1.58E-01
ENSG00000139734	5.87E-21	2.33E+00	6.41E-01	-5.23E-01
ENSG00000100697	1.00E+00	9.28E+00	6.15E+00	6.07E-01
ENSG00000101191	1.00E+00	7.28E+00	5.43E-01	-1.50E+00
ENSG00000086189	3.65E-09	9.20E-01	8.40E-01	3.71E-01
ENSG00000211452	4.09E-04	1.71E+00	1.17E+00	2.68E-01
ENSG00000211448	1.41E-06	4.87E-01	9.20E-01	7.52E-01
ENSG00000197406	9.50E-01	2.79E+00	1.71E+00	1.85E-02
ENSG00000160305	1.59E-09	5.11E+00	2.22E+00	-3.74E-01
ENSG00000066084	1.00E+00	7.60E+00	4.07E+00	1.29E+00
ENSG00000151240	1.00E+00	9.56E+00	4.79E+00	-1.75E+00
ENSG00000154511	2.12E-07	5.49E-01	1.32E+00	-2.39E-01
ENSG00000165716	2.72E-05	7.59E-01	-9.32E-01	-2.73E+00
ENSG00000187773	9.39E-17	-2.04E+00	-1.03E+00	-1.27E+00
ENSG00000181744	7.87E-07	1.41E+00	4.52E-02	-2.77E+00
ENSG00000176490	3.51E-01	1.62E+00	1.47E+00	-2.44E-01
ENSG00000165023	4.64E-01	1.95E+00	1.92E+00	7.16E-02
ENSG00000162595	3.40E-01	5.82E-01	1.40E+00	3.30E-01
ENSG00000083520	3.62E-29	8.10E-01	6.92E-01	-3.00E-01
ENSG00000166938	6.31E-27	1.72E+00	1.38E+00	1.19E+00
ENSG00000144535	9.97E-01	5.34E+00	1.40E+00	4.19E-01
ENSG00000162946	5.97E-15	2.16E+00	8.99E-01	4.22E-01
ENSG00000154309	1.34E-07	1.30E+00	3.09E+00	1.89E+00
ENSG00000140323	1.10E-12	2.77E+00	2.85E-01	-8.97E-01
ENSG00000204624	1.06E-25	2.45E+00	1.67E+00	-4.49E-01
ENSG00000150764	6.04E-12	3.02E+00	1.01E+00	1.12E+00
ENSG00000107984	2.07E-05	1.07E+00	3.39E-01	2.45E-01
ENSG00000155011	6.12E-01	2.87E+00	5.53E-01	9.64E-03
ENSG00000050165	1.96E-06	1.62E+00	1.05E+00	-2.04E-01
ENSG00000104371	2.88E-08	-4.75E-01	4.68E-01	1.16E+00
ENSG00000104901	4.90E-03	1.38E+00	3.63E-02	8.93E-01
ENSG00000150768	3.18E-06	2.81E+00	1.33E+00	1.07E+00
ENSG00000164741	9.88E-01	6.30E+00	-4.31E+00	-4.20E+00
ENSG00000091140	2.57E-04	2.87E+00	1.53E+00	1.81E-01
ENSG00000008226	3.55E-34	3.54E+00	6.77E-01	2.58E-01
ENSG00000186047	4.14E-08	-1.26E+00	-1.58E+00	-9.39E-01
ENSG00000075711	9.87E-01	4.18E+00	1.55E+00	1.28E+00
ENSG00000150672	1.00E+00	5.52E+00	1.87E+00	5.29E-02
ENSG00000132535	1.00E+00	7.26E+00	4.84E+00	1.05E+00
ENSG00000151208	1.00E+00	8.46E+00	2.91E+00	5.73E-01
ENSG00000170579	1.00E+00	6.61E+00	2.66E+00	-6.45E-01
ENSG00000198010	1.00E+00	5.27E+00	-4.71E+00	-6.14E+00
ENSG00000116544	1.00E+00	5.33E+00	1.36E+00	-1.08E+00
ENSG00000080845	1.00E+00	5.91E+00	2.72E+00	6.61E-01
ENSG00000126787	4.29E-23	6.43E-01	-1.96E-01	4.37E-01
ENSG00000185559	9.95E-01	3.64E+00	3.61E-01	1.85E-01
ENSG00000171462	9.60E-01	3.24E+00	2.23E+00	1.17E+00
ENSG00000198719	1.00E+00	5.98E+00	1.53E+00	-2.17E+00
ENSG00000090932	3.02E-20	-1.07E+00	-3.40E+00	-3.31E+00
ENSG00000128917	1.00E+00	6.19E+00	3.90E+00	1.03E+00
ENSG00000119689	9.89E-01	4.13E+00	1.25E+00	5.03E-03
ENSG00000144355	9.39E-01	2.95E+00	2.17E+00	-3.89E-01
ENSG00000115844	9.58E-01	3.13E+00	3.11E-01	-7.01E-01
ENSG00000064195	9.07E-01	3.05E+00	1.43E+00	8.92E-01
ENSG00000108813	4.98E-04	1.25E+00	1.64E-01	8.32E-01
ENSG00000105880	9.81E-01	3.30E+00	1.16E+00	-9.50E-02
ENSG00000006377	9.98E-01	3.47E+00	-6.60E-01	-1.73E+00
ENSG00000137038	1.24E-05	-6.43E-01	-1.65E+00	-1.56E+00
ENSG00000105341	9.74E-12	6.56E-02	6.69E-01	3.56E-01
ENSG00000125375	4.80E-07	3.79E-01	5.15E-01	4.92E-01
ENSG00000178028	1.45E-03	3.07E+00	2.61E+00	4.54E-01
ENSG00000187908	1.00E-51	2.60E+00	-3.53E-01	-1.07E+00
ENSG00000197587	9.99E-01	3.77E+00	1.10E+00	5.62E-02
ENSG00000100206	4.54E-05	1.46E+00	2.27E+00	-4.44E-01
ENSG00000132837	6.27E-21	1.86E+00	1.16E+00	1.09E+00
ENSG00000161249	4.95E-17	1.14E+00	2.30E-01	-7.10E-02
ENSG00000152592	2.26E-03	9.10E-01	1.29E+00	1.06E+00
ENSG00000104936	5.30E-04	3.38E+00	-5.59E-01	-2.61E+00
ENSG00000137090	9.97E-01	3.60E+00	-2.32E+00	-2.95E+00
ENSG00000173253	1.95E-11	2.17E-01	-5.34E+00	-4.19E+00
ENSG00000064218	5.62E-10	3.12E-01	-2.66E+00	-2.91E+00
ENSG00000176399	3.73E-12	1.81E-01	-2.96E+00	-2.66E+00
ENSG00000142700	8.08E-03	9.11E-01	-2.21E+00	-4.72E+00
ENSG00000143006	2.41E-01	2.38E+00	-1.88E+00	-2.24E+00
ENSG00000142025	9.60E-01	3.59E+00	7.99E-01	-6.95E-02
ENSG00000135164	7.20E-01	4.19E+00	2.35E+00	-5.61E-01
ENSG00000158856	8.30E-04	3.07E+00	1.32E+00	-5.90E-01
ENSG00000185800	6.94E-02	3.09E+00	8.39E-01	-2.91E+00
ENSG00000172869	1.00E+00	9.38E+00	-1.38E-01	-1.17E+00
ENSG00000104093	1.00E+00	9.72E+00	3.32E+00	3.10E-01
ENSG00000138346	6.86E-27	5.66E-01	1.22E+00	1.37E+00
ENSG00000154099	3.40E-21	5.39E-01	-3.03E+00	-1.34E+00
ENSG00000243667	5.19E-07	1.46E+00	9.60E-01	5.78E-01
ENSG00000129295	1.64E-07	1.34E+00	3.83E-01	1.35E-01
ENSG00000165506	1.87E-27	-2.55E+00	-2.58E+00	-3.35E+00
ENSG00000167646	6.11E-12	7.33E-01	-8.08E-01	-8.21E-01
ENSG00000256061	4.07E-10	1.33E+00	-1.22E+00	-8.37E-01
ENSG00000164818	3.05E-20	6.42E-01	-2.19E+00	-3.83E+00
ENSG00000166246	1.25E-22	-9.91E-01	-2.42E+00	-1.55E+00
ENSG00000088854	6.77E-04	2.62E+00	1.09E+00	6.25E-01
ENSG00000114841	5.19E-73	5.65E+00	2.59E+00	1.35E-01
ENSG00000197653	8.49E-78	5.68E+00	3.52E+00	2.13E+00
ENSG00000105877	1.15E-114	2.99E+00	-6.71E+00	-5.65E+00
ENSG00000174844	9.20E-63	3.99E+00	1.24E+00	8.98E-01
ENSG00000185842	4.64E-102	1.90E+00	2.63E+00	2.90E+00
ENSG00000187775	1.78E-96	3.88E+00	-1.98E+00	-6.29E+00
ENSG00000183914	6.70E-56	7.94E+00	4.83E+00	2.09E+00
ENSG00000158486	5.72E-77	4.10E+00	2.49E+00	3.57E-01
ENSG00000039139	8.83E-79	5.70E+00	2.12E+00	9.90E-01
ENSG00000115423	1.37E-56	5.37E+00	3.42E+00	1.78E+00
ENSG00000118997	2.98E-102	2.03E+00	3.56E-01	5.19E-01
ENSG00000124721	1.39E-41	6.12E+00	2.66E+00	1.07E+00
ENSG00000007174	6.80E-74	5.30E+00	1.75E+00	1.20E+00
ENSG00000122735	7.03E-16	2.52E+00	8.56E-01	3.52E-01
ENSG00000171595	9.46E-16	1.64E+00	1.94E+00	1.23E+00
ENSG00000162643	4.57E-18	2.35E+00	1.24E+00	1.29E+00
ENSG00000152763	2.67E-14	2.40E+00	9.05E-02	-4.98E-01
ENSG00000118307	2.84E-13	1.14E-01	7.82E-01	-2.50E-02
ENSG00000086061	1.58E-03	2.44E+00	2.95E+00	1.03E-01
ENSG00000069345	1.00E+00	4.99E+00	2.87E+00	7.65E-01
ENSG00000103423	1.81E-04	2.80E+00	-7.90E-01	-1.79E+00
ENSG00000140403	7.48E-08	1.31E+00	1.38E+00	3.03E-01
ENSG00000132002	1.59E-03	1.59E+00	-8.30E-01	-3.36E+00
ENSG00000090520	1.10E-04	1.69E+00	1.59E+00	5.63E-01
ENSG00000148719	9.73E-01	3.75E+00	1.36E+00	1.11E+00
ENSG00000187726	1.92E-04	1.83E+00	3.52E-01	7.49E-01
ENSG00000164031	9.49E-02	3.15E+00	2.57E+00	9.84E-01
ENSG00000135924	2.21E-04	2.14E+00	1.24E+00	-1.58E-01
ENSG00000162616	6.81E-01	2.83E+00	1.82E+00	3.29E-01
ENSG00000137094	6.52E-01	3.01E+00	3.36E+00	1.29E+00
ENSG00000105993	7.71E-04	1.72E+00	9.00E-02	-5.99E-01
ENSG00000172404	4.28E-02	3.18E-02	-7.78E-01	3.38E-01
ENSG00000179407	3.75E-01	7.32E-01	-5.84E-01	4.02E-01
ENSG00000128590	4.54E-03	1.54E+00	5.17E-02	3.72E-01
ENSG00000136770	3.18E-09	1.62E+00	-1.78E-01	-1.71E-01
ENSG00000077232	1.02E-14	9.80E-01	-2.22E-01	2.19E-01
ENSG00000007923	1.00E+00	6.12E+00	2.50E+00	-3.74E-01
ENSG00000108176	8.24E-07	7.33E-01	3.06E-01	3.49E-01
ENSG00000138246	1.00E+00	1.00E+01	3.39E+00	1.27E+00
ENSG00000135392	1.00E+00	5.96E+00	1.85E+00	-3.43E-01
ENSG00000120675	2.43E-10	-6.82E-01	-6.16E-01	-8.01E-01
ENSG00000116138	3.21E-18	1.90E+00	1.48E+00	1.39E+00
ENSG00000104129	2.23E-09	1.68E+00	6.53E-01	1.50E+00
ENSG00000170464	8.66E-09	1.42E+00	1.87E+00	1.18E+00
ENSG00000205981	7.12E-05	1.15E-01	1.07E+00	5.84E-02
ENSG00000105821	9.97E-01	4.82E+00	2.17E+00	7.65E-01
ENSG00000168724	1.03E-16	9.08E-01	3.06E-01	2.85E-01
ENSG00000178401	1.73E-09	4.34E-02	8.76E-02	5.61E-01
ENSG00000170946	1.05E-03	3.38E-01	6.48E-01	2.40E-01
ENSG00000059769	3.21E-06	1.59E+00	2.46E-01	-1.64E+00
ENSG00000244115	9.63E-05	-9.06E-01	-7.35E-01	-1.34E+00
ENSG00000115137	5.57E-02	2.09E+00	3.51E-01	7.33E-01
ENSG00000177692	4.91E-06	1.54E+00	4.77E-01	1.34E+00
ENSG00000102580	1.20E-05	2.94E+00	1.04E+00	1.36E-01
ENSG00000176410	5.88E-07	-7.88E-03	-2.01E-01	-5.86E-01
ENSG00000110011	7.36E-10	-1.75E-01	-6.28E-01	-6.48E-01
ENSG00000101152	1.00E+00	3.90E+00	1.79E+00	-8.61E-01
ENSG00000147570	2.68E-08	1.78E-01	2.37E-01	-2.86E-01
ENSG00000163793	1.39E-03	1.37E+00	-5.23E-02	4.65E-01
ENSG00000116675	1.00E+00	6.01E+00	2.23E+00	1.10E+00
ENSG00000168259	1.00E+00	4.99E+00	2.91E+00	-1.33E-01
ENSG00000126698	6.47E-03	2.61E+00	2.07E+00	9.85E-01
ENSG00000213551	9.40E-04	2.06E+00	-1.95E-02	8.27E-03
ENSG00000119661	2.01E-05	1.89E-01	5.50E-01	-2.20E-01
ENSG00000100246	6.39E-04	4.25E-01	-6.12E-02	1.42E-01
ENSG00000163879	3.65E-10	5.47E-01	7.14E-01	8.94E-01
ENSG00000213918	5.44E-16	-6.41E-01	-2.34E+00	-1.98E+00
ENSG00000167968	2.40E-15	-1.44E+00	-2.08E+00	-1.89E+00
ENSG00000163687	5.59E-08	9.21E-01	3.40E-01	3.96E-01
ENSG00000105612	1.85E-08	6.45E-01	8.84E-01	2.93E-01
ENSG00000137976	2.43E-14	3.55E-01	6.77E-01	1.88E-01
ENSG00000256453	6.99E-01	2.62E+00	1.07E-01	-1.40E+00
ENSG00000187957	2.10E-01	4.23E+00	3.73E-01	-1.13E+00
ENSG00000179532	1.18E-104	3.22E+00	3.32E+00	2.82E+00
ENSG00000213221	4.34E-05	-1.46E+00	-1.54E+00	-2.02E+00
ENSG00000106976	1.00E+00	5.51E+00	5.03E+00	4.07E-02
ENSG00000087470	9.24E-01	4.81E+00	5.33E+00	1.12E+00
ENSG00000079805	1.00E+00	7.04E+00	4.87E+00	-9.02E-01
ENSG00000197959	5.78E-06	3.47E+00	2.40E+00	-3.78E-01
ENSG00000107554	6.75E-13	4.66E+00	2.20E+00	1.53E+00
ENSG00000130816	1.00E+00	1.10E+01	7.35E+00	9.95E-01
ENSG00000119772	3.07E-146	-1.31E+01	2.00E+00	1.18E+00
ENSG00000088305	1.00E+00	6.56E+00	3.33E+00	1.39E+00
ENSG00000142182	1.18E-10	6.12E-01	1.50E-01	4.66E-01
ENSG00000123992	2.59E-12	1.64E+00	6.52E-01	6.11E-01
ENSG00000112667	1.16E-08	-1.41E+00	-1.18E+00	-1.28E+00
ENSG00000107447	6.46E-11	1.75E+00	-2.49E-02	3.94E-01
ENSG00000101457	1.75E-02	3.03E+00	2.51E+00	7.21E-01
ENSG00000067334	1.62E-10	1.55E+00	3.63E-01	7.45E-04
ENSG00000149927	1.58E-08	1.55E+00	1.32E+00	-2.60E-01
ENSG00000272636	1.46E-06	2.81E-01	-1.34E+00	-1.79E+00
ENSG00000150760	1.96E-18	5.79E+00	3.37E+00	-2.71E-01
ENSG00000135905	1.34E-15	5.21E+00	1.87E+00	3.37E-01
ENSG00000134516	1.00E+00	8.74E+00	4.92E+00	1.00E+00
ENSG00000088538	1.00E+00	9.88E+00	4.40E+00	1.17E+00
ENSG00000128512	1.00E+00	7.78E+00	1.70E+00	-1.75E+00
ENSG00000147459	2.29E-21	5.13E+00	1.73E+00	-5.86E-03
ENSG00000130158	1.38E-40	2.90E+00	8.39E-01	-1.08E-01
ENSG00000116641	8.70E-08	6.58E+00	3.88E+00	1.34E+00
ENSG00000107099	2.91E-17	6.02E+00	-1.71E+00	-2.66E+00
ENSG00000088387	1.00E+00	8.08E+00	3.46E+00	-1.40E-01
ENSG00000129932	8.47E-07	-4.12E-01	-1.68E+00	-2.39E+00
ENSG00000115325	1.27E-02	2.52E+00	9.40E-01	9.03E-01
ENSG00000147443	3.81E-13	-1.52E+00	-2.36E+00	-1.98E+00
ENSG00000146094	1.34E-09	-2.20E-01	-9.39E-01	-8.95E-01
ENSG00000125170	2.40E-06	1.81E+00	1.09E+00	2.61E-01
ENSG00000101134	1.02E-05	1.71E+00	3.72E-01	-3.00E-01
ENSG00000206052	1.99E-02	2.84E+00	1.46E+00	-4.67E-01
ENSG00000175920	2.31E-14	-1.10E+00	-5.00E+00	-4.67E+00
ENSG00000175283	2.37E-04	2.02E+00	1.69E+00	-1.16E-01
ENSG00000167130	8.41E-02	2.71E+00	1.24E+00	-6.26E-03
ENSG00000159147	4.68E-10	1.88E+00	-7.10E-01	-8.30E-01
ENSG00000083097	1.00E+00	8.72E+00	3.69E+00	1.82E+00
ENSG00000142197	1.07E-39	3.43E+00	2.06E+00	6.31E-01
ENSG00000104885	1.00E+00	7.55E+00	1.38E+00	-3.73E+00
ENSG00000172269	2.75E-05	2.20E+00	2.38E+00	8.23E-01
ENSG00000166171	2.99E-05	1.18E+00	1.33E+00	7.56E-02
ENSG00000015413	3.51E-20	-1.04E+00	-1.38E+00	-1.92E+00
ENSG00000167261	1.24E-13	9.29E-01	4.66E-01	9.40E-02
ENSG00000263201	1.82E-01	2.15E-01	3.54E-01	1.12E+00
ENSG00000141096	8.88E-13	9.07E-01	1.48E+00	2.54E-01
ENSG00000011332	1.00E+00	4.62E+00	2.65E+00	-8.20E-02
ENSG00000133884	1.00E+00	5.42E+00	3.36E+00	3.76E-01
ENSG00000205683	9.87E-01	4.18E+00	1.48E+00	-1.55E-01
ENSG00000108963	9.93E-22	-4.03E-01	-4.36E-01	7.34E-02
ENSG00000132768	7.54E-07	1.83E+00	8.31E-01	-3.29E-01
ENSG00000154813	7.08E-03	5.82E-01	1.57E-01	1.99E-02
ENSG00000117543	1.29E-06	4.62E-01	7.58E-01	8.27E-02
ENSG00000134146	1.69E-08	5.13E-02	-8.05E-01	-8.44E-01
ENSG00000148399	3.55E-17	-3.95E-01	-8.58E-01	-1.41E+00
ENSG00000000419	1.93E-05	1.40E+00	3.37E-01	-6.07E-01
ENSG00000136908	1.38E-02	8.72E-01	4.55E-02	4.72E-01
ENSG00000179085	9.46E-03	7.12E-01	5.02E-01	1.34E+00
ENSG00000175497	1.00E+00	5.77E+00	1.73E+00	-2.41E-01
ENSG00000254986	2.97E-13	2.67E+00	1.89E+00	1.02E+00
ENSG00000197635	1.65E-17	2.15E+00	6.45E-01	-1.78E-02
ENSG00000130226	1.15E-10	3.27E+00	1.37E+00	-3.12E-01
ENSG00000176978	5.69E-33	-2.51E+00	-2.25E+00	-2.33E+00
ENSG00000074603	1.00E+00	5.22E+00	2.64E+00	-1.90E-01
ENSG00000142002	8.93E-07	4.15E+00	1.44E+00	-1.50E+00
ENSG00000163530	4.10E-07	1.41E+00	3.76E-01	6.83E-01
ENSG00000187569	8.33E-03	1.15E+00	1.10E+00	6.04E-01
ENSG00000121570	5.93E-05	1.84E+00	6.69E-01	-6.46E-01
ENSG00000203909	4.29E-05	2.01E-01	8.86E-01	6.75E-01
ENSG00000204595	2.00E-05	-4.23E-01	8.55E-01	1.10E+00
ENSG00000143196	1.98E-05	1.57E+00	2.32E-01	8.65E-02
ENSG00000173852	2.91E-01	3.01E+00	1.75E+00	8.83E-01
ENSG00000177990	3.33E-04	2.81E+00	2.01E+00	9.64E-01
ENSG00000178904	4.49E-05	3.52E+00	2.26E+00	7.22E-01
ENSG00000156162	5.13E-26	7.78E-02	3.39E-01	4.94E-01
ENSG00000162961	4.60E-01	2.10E+00	1.45E+00	8.65E-02
ENSG00000188641	6.02E-30	6.93E-01	1.00E-01	2.25E-01
ENSG00000147647	4.04E-11	1.26E+00	1.40E-01	-3.74E-01
ENSG00000092964	1.00E+00	5.54E+00	3.93E+00	7.94E-01
ENSG00000113657	1.00E+00	4.96E+00	2.44E+00	4.54E-01
ENSG00000151640	1.23E-10	2.11E+00	1.23E+00	-4.87E-01
ENSG00000157851	1.00E+00	5.29E+00	3.74E+00	9.26E-01
ENSG00000144045	3.89E-18	1.62E+00	1.30E+00	2.20E+00
ENSG00000117505	6.94E-01	2.49E+00	2.83E+00	1.40E-02
ENSG00000136048	3.69E-03	1.09E+00	2.36E-01	-5.84E-01
ENSG00000156171	1.06E-06	9.84E-01	3.97E-01	6.88E-01
ENSG00000175550	1.83E-01	2.30E+00	1.62E-01	-5.61E-01
ENSG00000162490	5.24E-08	1.07E+00	1.77E+00	9.63E-01
ENSG00000157856	1.56E-18	2.47E+00	6.60E-01	5.11E-01
ENSG00000171962	2.05E-11	1.13E+00	5.38E-01	7.12E-01
ENSG00000159625	1.08E-18	2.33E+00	1.67E+00	1.64E+00
ENSG00000184845	1.00E+00	3.90E+00	3.21E+00	7.06E-01
ENSG00000149295	1.00E+00	4.19E+00	3.38E+00	6.60E-01
ENSG00000151577	6.58E-01	3.02E+00	1.09E+00	7.19E-01
ENSG00000069696	7.17E-14	-2.35E+00	-6.32E+00	-6.73E+00
ENSG00000169676	9.44E-02	1.42E-01	-1.33E+00	-1.65E+00
ENSG00000185721	1.66E-02	2.81E+00	2.82E+00	-4.04E-02
ENSG00000108591	6.79E-09	1.78E+00	2.35E+00	1.26E+00
ENSG00000165606	4.40E-06	1.19E+00	-2.43E-01	1.82E-02
ENSG00000189269	1.73E-09	2.30E-01	1.81E-01	1.10E+00
ENSG00000113360	1.00E+00	7.52E+00	4.55E+00	1.67E+00
ENSG00000134765	2.01E-21	1.79E+00	9.09E-02	-4.86E-01
ENSG00000134755	7.76E-10	3.28E+00	8.49E-01	6.84E-01
ENSG00000134762	2.17E-31	-4.73E-01	-7.24E-01	-1.00E+00
ENSG00000171587	1.00E+00	9.67E+00	4.45E+00	9.58E-03
ENSG00000177103	1.00E+00	9.60E+00	4.59E+00	-5.16E-01
ENSG00000136982	6.05E-05	2.12E+00	5.49E-01	2.50E-01
ENSG00000111817	6.21E-02	4.47E+00	3.70E+00	7.74E-01
ENSG00000171451	1.64E-11	3.41E+00	1.77E+00	3.80E-01
ENSG00000134760	9.99E-01	5.51E+00	4.85E-01	-2.73E-01
ENSG00000046604	1.46E-07	2.89E+00	1.38E+00	1.85E+00
ENSG00000134757	1.53E-13	2.37E+00	4.29E-01	3.40E-01
ENSG00000175065	6.30E-24	9.61E-01	-2.33E-01	1.23E+00
ENSG00000149636	7.77E-07	2.22E+00	7.49E-01	7.11E-01
ENSG00000096696	1.00E+00	9.15E+00	2.65E+00	1.12E+00
ENSG00000152591	1.31E-09	3.41E-01	3.22E+00	-1.31E-01
ENSG00000151914	1.00E+00	1.71E+01	3.95E+00	1.98E+00
ENSG00000125868	1.00E-02	1.42E+00	1.58E+00	3.05E-01
ENSG00000133059	1.00E+00	5.57E+00	2.85E+00	2.86E-01
ENSG00000125821	3.14E-02	2.08E+00	1.59E+00	-2.47E-01
ENSG00000129480	1.34E-04	3.62E-01	3.69E-01	5.42E-01
ENSG00000197057	2.15E-18	1.19E+00	2.99E-01	2.27E-01
ENSG00000143476	1.05E-02	3.50E+00	2.03E+00	6.64E-01
ENSG00000134769	4.02E-01	5.14E+00	2.30E+00	4.87E-01
ENSG00000138101	2.45E-16	1.86E+00	7.82E-01	1.72E-01
ENSG00000047579	2.48E-10	9.30E-01	-3.15E-01	-3.07E-01
ENSG00000104047	2.48E-09	3.19E-01	7.61E-03	4.65E-01
ENSG00000169570	1.43E-15	-1.35E+00	-2.90E+00	-2.29E+00
ENSG00000135144	2.54E-04	2.76E+00	1.30E+00	-1.38E+00
ENSG00000091073	5.62E-06	2.13E+00	1.89E+00	-7.77E-02
ENSG00000178498	7.78E-01	2.93E+00	2.67E+00	1.05E+00
ENSG00000163840	2.54E-04	3.26E+00	1.25E+00	1.26E+00
ENSG00000110042	1.38E-04	2.86E+00	1.29E+00	2.63E-01
ENSG00000168393	2.06E-07	1.29E-01	-7.36E-01	-1.37E+00
ENSG00000137857	3.12E-34	2.55E+00	1.88E+00	6.18E-01
ENSG00000140279	4.34E-64	-3.38E-01	3.39E-02	4.07E-01
ENSG00000140254	1.74E-05	1.38E+00	7.39E-01	7.83E-01
ENSG00000140274	5.92E-07	8.29E-01	-8.50E-01	6.38E-02
ENSG00000169718	2.17E-15	8.28E-01	5.05E-01	-3.99E-01
ENSG00000167264	9.68E-12	2.22E+00	1.35E+00	1.17E+00
ENSG00000141994	6.61E-20	5.42E-01	-6.83E-03	-1.48E+00
ENSG00000105865	2.50E-09	6.68E-01	6.22E-01	1.09E+00
ENSG00000288558	2.75E-13	2.55E-01	2.53E-01	7.27E-01
ENSG00000120129	3.26E-01	2.49E+00	1.78E-01	-2.65E+00
