gene	s_het
TEF	0.0546686
GNA13	0.05465
SYMPK	0.0546459
WDR47	0.0545943
AGO4	0.0545834
GOPC	0.0545756
PDS5A	0.0545633
PPARGC1B	0.0545538
PSMA4	0.0545205
OR10A7	0.0545135
NUP50	0.0544931
CCDC88A	0.0544765
ADD1	0.0544739
KIAA1432	0.0544688
ISL1	0.0544637
STON2	0.05445
TSHZ3	0.054388
KCND1	0.0543736
DHX36	0.0543549
SLC41A1	0.0542973
ZCCHC18	0.0542818
RBMXL1	0.054265
SPOCK1	0.0542576
CACNA1B	0.0542519
KRTAP5-3	0.0541652
HOXC8	0.0541538
RNF34	0.0541478
EEPD1	0.054129
FXYD6	0.054111
ADSS	0.0541009
KRR1	0.0541008
IL1R1	0.05407
STXBP5L	0.0540236
ADARB2	0.0539901
IFT20	0.0539783
MTF2	0.0539775
PEAK1	0.0539774
KIAA0355	0.0539752
ST8SIA1	0.053967
SOD1	0.0539444
CCDC132	0.0539428
KLHL24	0.0539034
OPCML	0.0538929
ZHX2	0.0538882
ST6GALNAC5	0.0538665
EIF2B3	0.0538662
SLC6A4	0.053803
ARMC1	0.0537931
MYNN	0.0537452
OSTF1	0.0537378
ALDH1A2	0.0537268
RNF115	0.0537007
MB21D2	0.0536911
OR8G1	0.0536903
MUC1	0.0536903
PTDSS1	0.0536759
SLC8A3	0.0536749
ACP5	0.0536614
PGRMC2	0.0536583
GPR158	0.0536463
ABLIM2	0.0536402
ROR1	0.053601
LRRC8B	0.0535898
ASCL1	0.0535885
ZFYVE1	0.0535883
SEH1L	0.0535853
CDC42EP3	0.0535732
SETD7	0.0535713
GPR22	0.0535699
PRMT2	0.0535698
WNT4	0.0535615
UBC	0.053529
CSPG5	0.0535194
MCF2	0.0535162
OLFM1	0.053511
MEAF6	0.0534897
AQP3	0.0534811
CSAG1	0.0534799
PTPN14	0.0534616
ADIPOR1	0.0534391
RPL13A	0.053424
TRIB1	0.0534014
KDM5C	0.0533964
WRNIP1	0.0533809
TSPAN12	0.0533806
PRRC2C	0.0533672
FAM126A	0.0533632
CDH2	0.0533534
WNT7A	0.0533269
RBBP6	0.0532723
RAB13	0.053251
INTS8	0.0532295
ZCCHC8	0.0532128
NTRK3	0.0532109
SGPP1	0.0531982
TMEM205	0.053195
ANTXR1	0.0531288
RCE1	0.0530968
PODXL	0.053088
FOS	0.0530773
LANCL2	0.0530651
ZNF507	0.0530563
CDKN2B	0.0530423
LEP	0.0529839
RCC2	0.0529679
PRRG1	0.0529576
MRGPRF	0.0529553
NCKAP5L	0.0529345
CD7	0.052931
KCTD5	0.0529105
KIRREL3	0.0528717
ARID4B	0.0528677
ARAF	0.0528617
H1FOO	0.0528441
CDC40	0.0528412
JAK3	0.0528328
KCTD3	0.0527778
IRF8	0.052775
PSMD10	0.0527624
HECA	0.0527525
PLCB1	0.0527406
GALNT2	0.0527385
BRMS1L	0.0527219
PTPN1	0.0527188
CELSR3	0.0527156
CDK14	0.0527102
FSTL4	0.0527063
WASF1	0.0526891
TNFSF14	0.0526887
KIAA1244	0.052676
SH3GLB1	0.0526698
DNAJA3	0.0526595
LYSMD2	0.0526353
BMP6	0.0526221
HCFC2	0.0525725
SPIRE1	0.0525568
HPCAL1	0.0525372
PLEKHM1	0.0525148
SLC20A1	0.052514
SLC35A1	0.0525032
CAP2	0.0524264
SCUBE1	0.0524228
FSD1	0.0524116
ZFYVE9	0.0524065
SLC24A3	0.0523917
SENP8	0.0523529
BMS1	0.0523266
TIMM44	0.0523012
OTUD4	0.052277
MXI1	0.0522746
CIT	0.0522654
BTF3L4	0.0522394
NR1D2	0.0522257
IKZF2	0.0522192
NEK7	0.0522046
CXorf21	0.0521938
CDYL2	0.0521841
MAP3K5	0.0521641
NKTR	0.052141
CHST11	0.0521373
FAM118A	0.0521041
NISCH	0.0520987
XPNPEP1	0.0520971
PTH1R	0.0520479
NGFRAP1	0.052047
FLNC	0.0520346
CDKN2C	0.0520106
MTMR2	0.0520062
IFRD1	0.0519938
GLI2	0.0519928
LSM11	0.0519739
TXNIP	0.0519499
ZBTB41	0.0519401
RNF41	0.0519352
CKMT1B	0.0519089
SYT4	0.0518999
MRPL36	0.051889
KIAA1522	0.0518878
NUP54	0.0518704
SLC9A1	0.0518607
ACBD3	0.0518524
FNDC5	0.0518386
BET1L	0.0518311
KRTAP10-9	0.0518235
ZNF12	0.0517971
BAI2	0.0517619
DOK4	0.0517173
NCAM2	0.051711
RNF26	0.0516995
ARMCX3	0.051683
TAPT1	0.051662
TMUB1	0.0516359
ATXN10	0.0515719
ESRRA	0.051549
ZNFX1	0.051515
SLC22A17	0.0515099
OR5I1	0.0515019
NCKAP1L	0.0514827
OR5AS1	0.0514641
RFWD2	0.0514577
NUAK1	0.0514541
MRFAP1	0.0514525
TECPR2	0.0514463
NRK	0.0513748
MYCL	0.0513264
RCOR3	0.0513171
CTDSP1	0.0513044
PDIA3	0.0513013
TMEM33	0.0512759
ZNF532	0.0512729
PTPRC	0.0512623
CWC22	0.0512435
E2F7	0.05121
TACO1	0.0512074
ZNF280B	0.0512056
HBP1	0.0512054
MEGF10	0.0512051
MRPS21	0.0512016
SMC5	0.0511974
VPS54	0.051097
GPR107	0.0510883
MARCH9	0.0510648
SNAP29	0.051045
MAPK6	0.0510378
POU4F3	0.0510354
PHRF1	0.0510343
PTPN9	0.0510327
MORF4L1	0.0510165
KLHL42	0.0510158
HTR2A	0.0510101
FAM171B	0.0509854
SLC13A4	0.0509714
CASP3	0.0509528
FNBP1	0.0509513
PROK2	0.0509476
TXN	0.0509428
NEDD4L	0.0509215
RAP1GDS1	0.0509141
BCL2	0.050891
PGGT1B	0.0508878
MLEC	0.0508751
UBE4A	0.0508659
CLSTN1	0.0508382
MPP6	0.0508288
VPS13D	0.0508108
LENG8	0.0508088
COL5A2	0.0507657
ATXN7L2	0.0507594
ST8SIA2	0.0507336
CAPZB	0.0507278
RASGRP3	0.0507249
SNRPN	0.0507201
ZNF184	0.0507107
RBP7	0.0507003
KCTD10	0.0506849
ARPC1A	0.050656
GNB4	0.050649
HOXA1	0.0506131
PLCH1	0.050613
CDH4	0.0506126
PAPOLG	0.050608
PCYT2	0.0505658
RPN1	0.050543
DYRK1B	0.0504898
MVB12B	0.0504865
PPP6R2	0.0504829
SIPA1L3	0.0504765
TMEM246	0.0504605
PPP2CB	0.0504583
REXO2	0.0504127
SLC39A9	0.050401
IBA57	0.0503944
RPL12	0.0503873
HDAC3	0.0503643
WNT8B	0.0503584
NOP58	0.0503348
MRPL27	0.050325
NEO1	0.0503236
EMP1	0.0503211
CD40	0.0502875
RRAGA	0.0502844
PIAS3	0.0502821
VAPB	0.0502738
COL1A2	0.0502663
RCN2	0.0502567
ZNF473	0.0502477
CEP350	0.0502367
TERF2	0.0502206
FAS	0.0501982
ZFYVE28	0.0501925
IGSF21	0.0501779
H2AFV	0.0501724
COL11A2	0.0501432
PEX14	0.050121
EIF1B	0.0500847
IGSF3	0.0500782
SAMD1	0.0500306
THOC1	0.0500199
C10orf91	0.0500066
TNFSF9	0.0500019
PDE8B	0.0499991
FCGRT	0.0499646
DSP	0.0499541
C7orf25	0.04995
CERS6	0.0499404
GSKIP	0.049938
RUNX3	0.04992
DDX24	0.0499019
CSMD3	0.0498715
RIMS2	0.0498681
MON2	0.0498486
KCNH1	0.0498262
GGH	0.0498166
MBOAT2	0.0497926
KIAA1598	0.0497865
CAMK2N2	0.0497835
CTDP1	0.0497803
PAX7	0.0497418
LRRC59	0.0497265
CANX	0.0497225
PER2	0.0497219
ASB1	0.0497077
KPNA3	0.0497055
DEF8	0.0496818
OR4N5	0.0496802
SLC25A12	0.0496741
DIP2B	0.0496382
ZBTB48	0.0496113
THSD7A	0.0496109
FBXO42	0.0495898
CPNE4	0.0495585
CALCOCO1	0.0495499
SNAP91	0.0495497
NDC1	0.0495381
PLCB3	0.0495319
ADAP1	0.0495
GULP1	0.0494945
TMEM106B	0.0494945
TYW3	0.049489
CEACAM1	0.0494284
GPR137	0.0494155
IRS4	0.0494131
GOLGA5	0.0493996
ARL5B	0.0493978
NPTX1	0.0493872
LRP2	0.0493671
WLS	0.0493487
PBX1	0.0493428
SLCO3A1	0.0493322
IPO11	0.0493289
ZNF385A	0.049327
SNX1	0.049315
OR10G3	0.0493138
ARHGAP32	0.0492909
PRPF40B	0.0492848
TIMM13	0.0492787
BTLA	0.0492616
ZNF274	0.0491859
HECW2	0.0491534
NKX2-2	0.0491087
ZFP90	0.049106
CACNA1F	0.0490925
DDX27	0.0490876
MB	0.0490862
VANGL1	0.049063
UBA6	0.0490576
HOMEZ	0.0490529
ARL8B	0.0490497
RAP2B	0.0490446
E2F6	0.049044
MYO5A	0.0490206
HMGN1	0.049013
ZHX3	0.0489796
WWP1	0.0489632
INPP4B	0.0489502
PPM1H	0.0489475
KIAA0754	0.0489435
DGKZ	0.0489429
PRRT1	0.0489267
SNCG	0.0489211
TMEM187	0.0489196
C19orf47	0.0488946
EFHD2	0.0488497
PGM2L1	0.0488386
RERE	0.0488385
DGKB	0.048808
COX11	0.048806
DYNLRB2	0.0487565
HBS1L	0.0486888
INSIG1	0.048662
UBL4A	0.0486156
SEZ6L	0.0485561
LHFPL1	0.0485457
UBXN2B	0.0485397
USP21	0.0484991
LNX2	0.0484914
FBXO9	0.0484598
APH1A	0.0484473
RNF43	0.0484331
ST14	0.0483452
GCLC	0.0483221
LFNG	0.0483099
TRIM47	0.0482868
BCL9	0.0482637
TRERF1	0.048257
FAM53B	0.0482567
SMOX	0.0482479
UHRF1BP1L	0.0482344
TECR	0.0482276
ANG	0.0482276
CNNM1	0.0481884
ST13	0.0481828
AMOTL2	0.048171
RGS17	0.0481645
PSD3	0.0480891
ZZEF1	0.0480864
PEX5	0.0480704
CYP46A1	0.0480601
TBC1D13	0.0480442
C1orf116	0.0480377
SNAI1	0.0480355
SOSTDC1	0.0480237
UFM1	0.048012
MUC21	0.047991
PDZD2	0.0479893
POLR3K	0.0479349
PVRL1	0.047904
DAXX	0.047887
FOXP1	0.0478853
GFPT1	0.0478732
DNAJC8	0.0478617
BTBD7	0.0478345
HOXC4	0.0478247
WSB2	0.0478214
CCDC92	0.0478112
AHNAK	0.0478052
KIF5B	0.0477515
DAPP1	0.0477484
TP53BP1	0.0477297
ATP6V1A	0.0476868
COL11A1	0.0476445
ABHD13	0.047631
C1orf52	0.0476267
ARHGAP33	0.0476077
FZD1	0.0475903
ERGIC1	0.0475796
NEDD9	0.0475782
CCDC36	0.0475672
GAB1	0.0475656
AP4E1	0.0475654
LPAR4	0.0475494
GPR123	0.0475482
PLCB4	0.0475152
EPS15L1	0.0475118
RHOB	0.047486
EXOSC4	0.0474811
LRRC3B	0.0474734
TNFSF10	0.0474695
MBNL3	0.0474361
NFE2	0.0474216
TNFSF11	0.0474099
IYD	0.0474064
OR10G2	0.047392
SKAP2	0.0473607
TMEM248	0.0473284
GGA3	0.047322
HAND1	0.0473091
USP18	0.047282
TAS2R1	0.0472465
ZNF318	0.0472382
SPSB1	0.0472352
GPRASP1	0.0472143
GTF3C2	0.0472129
POLR2B	0.0472102
C9orf41	0.047189
VCL	0.047177
NDUFA2	0.0471756
LTBP4	0.0471704
TPI1	0.0471679
COBL	0.0471677
SUGT1	0.0471608
TMEM135	0.0471364
IRF1	0.0471193
TSEN34	0.0471097
WDR18	0.0470923
SERINC3	0.0470855
ANO4	0.0470771
ATXN1	0.0470511
SVIL	0.0470438
CNPY3	0.0470132
FOXN2	0.0470069
ATP5J2	0.0469774
TNFSF15	0.0469729
ERN1	0.0469656
PSMC4	0.0469427
MTMR9	0.0469148
RBBP9	0.0468817
HS2ST1	0.0468537
HAND2	0.0468389
PIK3CG	0.0468339
STAT5A	0.0468314
PTH	0.046802
FKBP3	0.0468017
ITGB5	0.046745
G2E3	0.0467332
PGM5	0.0466993
SIRPA	0.0466979
RBMS3	0.0466753
RNGTT	0.0466304
PAX9	0.0466281
AGPAT4	0.0466053
MAGI1	0.0466044
PHKA2	0.0465781
SPHKAP	0.0465762
IRS1	0.0465746
GIGYF1	0.0465731
SIPA1L2	0.0465562
SEPT11	0.0465088
ACO2	0.0464812
OR10G4	0.0464503
MS4A6E	0.0464385
MPP5	0.0464307
IHH	0.046392
TLN2	0.0463916
WFDC10A	0.0463622
FEZ1	0.0463582
GDF10	0.0463474
SSTR2	0.04633
LRRC8A	0.046312
DNAJB5	0.0462798
ZNF518B	0.0462513
PDE7B	0.0462455
MINPP1	0.0462371
HYAL2	0.0462359
ADAMTS1	0.0462302
PRRT2	0.0462244
SLC6A2	0.0462073
CBLN4	0.0461889
MSANTD3	0.0461775
AADAT	0.0461675
LHX4	0.0461445
PDP1	0.0461426
CDK13	0.0461223
SLK	0.0461154
ZNF436	0.0460918
IGF2BP2	0.0460758
FLT3	0.0460552
ITGB1	0.0460377
GCLM	0.0460314
DPM3	0.046031
ZNF35	0.045965
DLK1	0.0459635
KDM1B	0.0459521
TNKS	0.0459358
KANK2	0.0459321
SLC12A6	0.0459289
BMP8A	0.0459279
PVRL2	0.045923
EIF3E	0.0459193
B3GAT1	0.0458953
PDLIM7	0.0458939
PBX3	0.0458854
HCN4	0.0458704
CBLN2	0.0458686
DCLK1	0.0458609
FABP3	0.0458464
VDR	0.0458426
TPPP3	0.0458297
BTBD10	0.0458284
EDC4	0.0457892
LYPD2	0.0457855
KIAA1467	0.0457737
BAIAP2	0.0457682
GPM6B	0.0457618
TSPAN18	0.0457544
LYST	0.0457541
BSDC1	0.0457479
HIST1H3C	0.0457401
ELMOD1	0.0457052
LEPROT	0.0456911
BRSK2	0.0456822
NOL8	0.0456789
GTF2B	0.0456789
MLX	0.0456589
EPHB6	0.0456275
ADAM23	0.0456258
PAGE1	0.0455612
SLC25A22	0.0455544
MED7	0.0455503
MRC2	0.0455445
TP63	0.0455368
SV2A	0.0455357
EPHA6	0.0455308
ZNF585A	0.0455259
SH3RF1	0.0455234
FOXP4	0.0454115
DDX19A	0.04541
SMIM19	0.0453954
GATAD2A	0.0453674
FGF1	0.0453358
RNF123	0.045316
GARS	0.0453132
STOML2	0.0453106
INA	0.0452916
FYB	0.0452838
FAM72B	0.0452519
AAMP	0.0452357
ABI1	0.0452335
CEP57	0.0452312
TM2D1	0.0452158
CPT1A	0.0452047
SUN1	0.0451928
C1D	0.0451553
MPPED1	0.045121
RYR2	0.0451145
CTNNA2	0.045105
PDE3A	0.0451012
CLN6	0.0450968
DUSP16	0.0450936
C4orf46	0.0450824
DKK1	0.0450821
HIST2H2AC	0.0450559
MAGI3	0.0450419
ADCY9	0.0450228
CSTF2T	0.0450214
TMEM42	0.0450214
PKIA	0.04501
MPRIP	0.0450039
MED15	0.0449995
ENTPD1	0.0449891
MRPL48	0.044988
WSCD2	0.044986
DTD1	0.0449574
SNX17	0.0449183
RFWD3	0.0449101
UBE2G2	0.044904
N4BP3	0.0449039
NACC2	0.044903
VASP	0.0448614
DPM1	0.0448467
DAD1	0.0448454
SOX5	0.044833
PCOLCE	0.0448266
PDXP	0.044818
PNPT1	0.0448093
NDRG3	0.0447864
TMEM183A	0.0447617
EEA1	0.0447172
IFIT5	0.0447103
B3GALT4	0.0446895
JOSD1	0.0446785
B4GALNT4	0.0446581
TCFL5	0.0446493
BRD1	0.0446362
AP2B1	0.0446262
SCN3B	0.0446108
HSD11B2	0.0445613
POLR1B	0.0445333
PDCL	0.0445219
ADAMTS5	0.0445134
MSX1	0.0444959
RNF139	0.0444776
URGCP	0.0444606
HNF4G	0.044447
GTPBP2	0.0444037
RAB43	0.0443953
MAP2K2	0.0443734
PGAP2	0.0443655
ZBTB3	0.0443576
CLTB	0.0443558
PTK2B	0.0443388
DIS3L2	0.0443383
FAM98B	0.0443306
HIST2H2AB	0.0443188
KREMEN1	0.0443184
CEP68	0.0443159
SHROOM3	0.0443093
MRPL51	0.0443073
ICAM1	0.0442689
TBCB	0.0442575
DLX5	0.0442309
NFAT5	0.0442232
REXO1	0.0442096
COPG1	0.0441833
RPS3A	0.0441718
ARHGAP30	0.0441688
PICK1	0.0441619
CRBN	0.0441481
TNKS2	0.0441407
WDR12	0.0440934
WIPI1	0.0440206
TMEM255A	0.0440062
POLR1D	0.0440058
SUMO4	0.0440027
KCTD8	0.0439902
CUL9	0.0439863
TNS3	0.043967
RHCE	0.0439659
C7orf49	0.0439558
DENND5A	0.0439357
SRSF2	0.0439145
PPP2R1A	0.043899
SLC7A5	0.0438716
PJA2	0.0438661
VTI1A	0.0438639
MPHOSPH8	0.0438554
PCMT1	0.0438422
NCAPG2	0.0438288
JMJD6	0.0438132
OR8D1	0.0438068
C1S	0.0437975
NCAPH2	0.0437919
SMCO3	0.043787
IL17D	0.0437655
RASL11B	0.0437449
SUMO3	0.0437178
TMEM41B	0.0437038
SRP9	0.043677
SHOX2	0.0436296
ELMOD2	0.0436146
MYL12B	0.0436076
SERPINF2	0.0435667
RNF6	0.0435637
KCNAB1	0.0435378
EVA1A	0.0434886
IGF1R	0.043484
NECAB3	0.0434553
RPL22	0.0434421
ARFGAP2	0.043441
MAF1	0.043438
TAF7L	0.0434179
SLC9A2	0.0434153
TMOD2	0.0433991
TPM3	0.043379
RAP1GAP2	0.0433079
EEF1D	0.0433051
RFFL	0.0433028
METTL9	0.0432893
SUPT4H1	0.0432715
RAB4A	0.0432652
AVPR1B	0.0432484
MDN1	0.043239
IPO13	0.043209
CNRIP1	0.0431783
SLC4A1	0.0431554
SLC33A1	0.0431339
FAM96B	0.043129
EIF2B4	0.0431246
TGFB1	0.0431135
ALDOC	0.0430727
OPA1	0.0430666
LUC7L	0.0430402
MBD6	0.043029
AKAP12	0.0430136
DNAJB13	0.0429722
DCN	0.0429504
AP1B1	0.0429491
ZBTB7C	0.0429474
ABCC5	0.0429246
CSRNP1	0.0429243
APOO	0.042909
FGF12	0.0428992
SPACA1	0.042891
TWISTNB	0.042873
APBB1IP	0.0428719
MTHFD2	0.0428672
MTX1	0.042867
WIPF2	0.0428489
PAWR	0.0428097
DGKD	0.0427446
PDE8A	0.0427306
SVEP1	0.0427302
XYLT2	0.0427296
C7orf43	0.0427153
KRCC1	0.0427099
EPM2AIP1	0.0426995
NELFCD	0.042683
PLXNA2	0.0426813
PLEKHM3	0.0426732
SH3BGRL	0.0426493
NOTCH3	0.0426478
KAT5	0.0426086
CDH7	0.0425964
FAM50B	0.0425935
CNP	0.0425588
STK38	0.042547
MKRN2	0.0425194
RNF214	0.0425177
EDN1	0.0424845
ARL6IP5	0.0424588
METAP1	0.0424551
PLEKHA6	0.0424544
CCPG1	0.0424409
CYTH2	0.042437
CPNE2	0.0424148
NDUFB1	0.0423977
MAPK4	0.0423927
ATE1	0.042379
SDF2	0.0423666
TBX20	0.0423302
PEF1	0.0423263
STRN	0.0423126
ATP6V0E1	0.0423033
FGD5	0.0423001
OOEP	0.0422748
UBE2B	0.0422745
LRRC1	0.0422738
SLC39A3	0.0422613
ATRNL1	0.0422582
CENPV	0.0422366
SSB	0.0422055
EML4	0.0421828
KRTAP9-6	0.0421778
ATP10A	0.0421602
CDC25B	0.0421537
PRDM12	0.0421497
PGD	0.0421483
PAF1	0.0421424
ATP5O	0.0421411
HIST1H2AC	0.0421289
INPP5E	0.0421289
CNOT6	0.0421069
ZNF606	0.0421045
MRPL10	0.0420691
IRGC	0.042047
ABTB2	0.0420422
ACSL3	0.0420407
CD164	0.0420237
RABL2B	0.0420222
PHF20	0.0420152
MKL1	0.0419937
CHAF1B	0.0419879
MMP15	0.0419727
NINJ1	0.0419237
NOL10	0.0419062
NFRKB	0.0418964
AGPAT6	0.0418855
ARHGEF17	0.0418763
FXYD5	0.0418717
SUV420H2	0.04187
GAK	0.0418671
MAML2	0.0418625
BTBD3	0.0418549
SFTA3	0.0418468
SMC6	0.0418397
SGSM1	0.0418282
SLC35F1	0.0417961
GRWD1	0.0417707
FAM65A	0.0417701
MYD88	0.0417353
ATP11B	0.0417301
ZBTB11	0.0417226
RCC1	0.0417095
SMTN	0.0416594
CASS4	0.0416542
RBM27	0.0416489
AC005609.1	0.0416136
PSTPIP2	0.0415937
SCAMP1	0.0415912
DENND2A	0.0415871
ABRACL	0.0415763
KIAA1462	0.041569
NELFE	0.0415499
PPP1R15B	0.0415154
MRM1	0.041499
MTCP1	0.0414934
POLDIP3	0.0414928
ATP5G1	0.0414833
ZNF768	0.0414479
CELSR1	0.0414307
FAM188A	0.0414112
COG1	0.0413859
B3GALT2	0.0413768
CHORDC1	0.0413749
SLC1A3	0.0413524
CDH1	0.0412829
SLC23A2	0.0412725
SPOCK3	0.0412678
PPP1R14A	0.0412608
GOSR1	0.0412516
KEAP1	0.0412299
SEL1L3	0.0412105
DUSP7	0.0412072
RABGGTB	0.0412062
TVP23B	0.0412048
SERTAD4	0.0411887
SRSF12	0.0411794
DDOST	0.0411643
CD19	0.041161
ISL2	0.0411596
CCL28	0.0411581
UBL3	0.0411519
UNC119B	0.041146
SCAMP5	0.041134
KLC1	0.0411333
LBH	0.0411233
USF1	0.0411098
TMEM9	0.0411061
HIST1H4L	0.0410895
FTSJ3	0.0410879
AFAP1	0.0410524
LRIG1	0.0410468
MCM5	0.0410286
LTN1	0.0409238
RWDD1	0.0408964
HSF1	0.0408873
TRA2B	0.0408696
ZBTB49	0.0408512
SMARCD3	0.0408509
ARHGAP25	0.0408453
TNIP3	0.0408362
SCNN1G	0.0408115
RAB22A	0.0407745
GALNT1	0.040758
CBWD1	0.0407515
HDGF	0.0407449
ST3GAL4	0.0407396
DRD2	0.0407384
PEMT	0.0407335
GAD1	0.0406779
YIPF4	0.0406687
MAGI2	0.0406415
ATP5I	0.0406387
MYO18A	0.04063
TNFRSF25	0.0406272
KDM4D	0.0406249
SSR3	0.040601
EIF3H	0.0405803
FAM20B	0.0405774
PLAC1	0.0405753
DCAF6	0.0405717
PFKFB3	0.0405698
SLC30A2	0.0405681
CSTF2	0.0405437
EVI2B	0.0404856
SSTR3	0.0404761
PTPRZ1	0.0404378
ZNF174	0.0404344
RIPK2	0.0404155
TMEM56	0.0404038
DGKI	0.0403957
MSGN1	0.0403642
E4F1	0.0403615
ATP2B4	0.0403612
TAF1L	0.0403543
PIKFYVE	0.0403469
SEPT2	0.0403426
IDH2	0.0403337
KAT2A	0.0403245
PHF14	0.0403123
VPS72	0.0403071
AKTIP	0.0403038
G3BP1	0.0402842
ASB3	0.0402669
RASAL2	0.0402481
KCNK2	0.0402258
DIP2A	0.0402251
EOMES	0.0402184
ADAM9	0.0402048
FAM214B	0.0401905
C2orf69	0.0401692
ZKSCAN1	0.0401501
IPCEF1	0.0401455
ING2	0.0401436
ADCY6	0.04014
AXIN2	0.0401292
ZNF112	0.0401236
ATP1A2	0.0401186
DGKA	0.040116
NUP214	0.0401071
CDRT4	0.040058
KRIT1	0.0400499
ARL3	0.0400324
SHC3	0.0400239
RASGRP1	0.0400109
SREK1IP1	0.0400012
ZNF830	0.0399872
PLK4	0.0399812
TTC9	0.0399764
TOM1L2	0.0399241
GSG1L	0.0399018
SLC51B	0.0398946
SHPRH	0.039893
KLRD1	0.0398912
PARP8	0.0398847
SLC16A10	0.0398811
PPP1R12C	0.0398808
APLP2	0.0398805
EEF1B2	0.0398785
TNFRSF11B	0.039866
HDGFRP2	0.0398583
TMCC1	0.0398549
PAX1	0.0398249
REC8	0.039815
TRIM67	0.0397957
RANBP1	0.039787
KSR1	0.0397833
NELFB	0.0397684
MYBPC1	0.0397645
ANGPTL2	0.0397629
GPR75-ASB3	0.039742
NETO2	0.0397353
LTBR	0.0397264
ADAR	0.0397215
DSE	0.0397056
FAM135A	0.0396719
PRKAG2	0.0396691
CRYBB2	0.0396509
SPIN2A	0.0396399
ZNF689	0.039608
ANKH	0.0396076
RP11-793H13.10	0.0395971
TMED4	0.039567
LRRFIP1	0.0395584
FYN	0.039551
PPT2	0.0395349
ZNF653	0.0395078
TAF15	0.0395054
LDOC1L	0.0394633
GPR65	0.039455
KATNA1	0.0394536
COX6C	0.0394403
PTMA	0.0394201
PARD3	0.0393887
PHF2	0.0393562
RPH3A	0.0393506
FBXO2	0.0393449
CD27	0.03934
AGAP3	0.0393368
DCK	0.0393278
IL1RAP	0.0393186
HNRNPLL	0.0393017
MAP7	0.0392829
CHKA	0.039268
MAPK11	0.0392419
FGG	0.0392404
GPHN	0.0392166
PPBP	0.0391562
CNOT8	0.0391223
TMEM190	0.0391122
SENP2	0.0391061
LINGO2	0.0390957
KIF1C	0.03909
IMPA1	0.0390748
SMYD2	0.0390662
CENPL	0.0390454
SUCLA2	0.0390441
KCTD6	0.0390179
ARNT2	0.0390081
PTTG1IP	0.039008
ADM	0.0389968
HIPK3	0.0389937
MAN1A1	0.0389834
ZNF250	0.0389832
MON1B	0.0389723
TCP11L1	0.0389669
SLC6A11	0.0389562
TCF25	0.0389302
BAG3	0.0389066
SH3GLB2	0.0388566
KIAA1217	0.0388463
HSPB2	0.0388461
RCOR2	0.0388367
WARS2	0.0388323
USPL1	0.0388281
C16orf70	0.0388217
GPC6	0.0388098
KTI12	0.0387995
PYY	0.0387948
FRMD4B	0.0387786
GPC2	0.0387698
KCTD17	0.0387461
LMX1A	0.0386955
ZC3H7B	0.0386946
VPS33A	0.0386912
SPRR1B	0.0386911
DCAF8L1	0.0386822
LAGE3	0.0386795
MTDH	0.0386743
TAF2	0.0386741
CD2AP	0.038655
MAP3K11	0.0386094
SLC44A2	0.0385889
ZNF677	0.0385835
NR2F6	0.0385556
COL4A6	0.0385413
MYADM	0.0385223
ZSCAN25	0.0385115
CCM2	0.0385102
TSPAN31	0.0385
NOLC1	0.0384935
FBXO25	0.0384847
EMC8	0.0384837
TLL1	0.0384689
ZNF202	0.0384541
DDX28	0.0384534
XRN2	0.0384457
FAM19A5	0.0384252
PNPLA8	0.0384114
TNF	0.0384036
TSPAN3	0.0383957
TMEM132B	0.038394
CCDC169-SOHLH2	0.0383938
SCN1B	0.0383739
CLU	0.0383602
NEFM	0.0383569
CTPS2	0.0383326
CELF3	0.038332
LIMCH1	0.0383166
C3orf79	0.038306
GAS6	0.0382911
PES1	0.0382909
IFNGR1	0.0382296
IBTK	0.0382045
KIAA0100	0.0382017
DOCK11	0.0381808
RBM42	0.0381667
TM7SF2	0.0381328
EDEM3	0.0381239
HBG2	0.0381037
IL6	0.0380656
SOHLH2	0.0380442
PRIM1	0.0380402
ALX3	0.0380357
CDK2AP2	0.0380349
TTC13	0.0380263
PCP4L1	0.0380212
C1orf172	0.038012
KLHL28	0.0380119
NPY	0.0379554
KIAA1045	0.0379456
C10orf118	0.0379401
SGMS2	0.0379194
SH3GL2	0.0379019
DMAP1	0.0378919
RPL39L	0.037882
ARNT	0.0378789
AIP	0.0378711
CKAP2L	0.0378618
KLHL22	0.0378396
RAB3GAP2	0.0378377
RHOBTB2	0.0378289
SCP2D1	0.0378095
LSM14A	0.0377884
SRP68	0.0377614
FAM64A	0.0377479
DNM3	0.0377448
SLC16A6	0.0377426
CD80	0.0377416
TRIP10	0.0377415
UGT8	0.0377369
NFKBID	0.0377031
BNIP3L	0.037683
HAPLN4	0.037664
POLR1A	0.0376569
C6orf47	0.0376536
MRPS26	0.0376467
COPS7A	0.0376345
ITGAV	0.0376123
PLAA	0.0376059
CHST3	0.0376001
SLC25A3	0.0375993
NGFR	0.0375993
ADK	0.0375945
DEDD2	0.0375933
SYNPR	0.0375822
GNPAT	0.037544
GZF1	0.0375368
RUNX1	0.0375337
POU2F1	0.0375237
ELF4	0.0375134
UTP18	0.0375019
IDE	0.0374757
DNTTIP1	0.0374625
C1orf200	0.037455
AGR2	0.0374416
PDCD6IP	0.0374058
BCL7B	0.0374015
PLAUR	0.0373955
SHOX	0.0373791
COPE	0.037379
STIL	0.0373516
TNP1	0.0373345
