gene	pDN	DN_pctl	pGOF	GOF_pctl	pLOF	LOF_pctl
DLG3	0.396471	0.907439	0.536808	0.651264	0.760061	0.052492
DLG4	0.462929	0.85426	0.620779	0.475178	0.714988	0.077781
DLG5	0.375617	0.923693	0.410415	0.839038	0.740712	0.063835
DLGAP1	0.489059	0.830395	0.489872	0.732286	0.763999	0.050675
DLGAP2	0.537293	0.771078	0.515525	0.689713	0.733935	0.067321
DLGAP3	0.41862	0.89148	0.415396	0.833096	0.816379	0.024306
DLGAP4	0.426583	0.885637	0.448705	0.790719	0.768009	0.04822
DLGAP5	0.703276	0.334594	0.415978	0.832409	0.359149	0.480236
DLK1	0.630051	0.566266	0.716846	0.244243	0.289078	0.697226
DLK2	0.500804	0.817334	0.70729	0.266929	0.495924	0.232703
DLL1	0.361138	0.932973	0.524172	0.675031	0.71383	0.078664
DLL3	0.647289	0.514216	0.7135	0.252197	0.351759	0.498944
DLL4	0.354286	0.937393	0.547608	0.629953	0.690038	0.093297
DLST	0.61205	0.616499	0.490393	0.731402	0.56835	0.174613
DLX1	0.370707	0.926737	0.195175	0.987135	0.887141	0.002603
DLX2	0.44705	0.868205	0.221262	0.979376	0.869635	0.006285
DLX3	0.701518	0.339651	0.354421	0.896784	0.582094	0.165284
DLX4	0.687379	0.38468	0.414923	0.833833	0.542597	0.194206
DLX5	0.620071	0.593911	0.267615	0.958016	0.68134	0.098159
DLX6	0.498159	0.820378	0.31779	0.926442	0.784025	0.039872
DMAC1	0.77335	0.146526	0.618525	0.480727	0.342225	0.52605
DMAC2	0.647589	0.513332	0.538174	0.648466	0.309439	0.63123
DMAC2L	0.777516	0.139013	0.455938	0.780604	0.30453	0.647827
DMAP1	0.645138	0.520845	0.474097	0.756592	0.517134	0.214437
DMBT1	0.656736	0.485048	0.784724	0.110484	0.439107	0.301105
DMBX1	0.597791	0.652688	0.321723	0.923496	0.716017	0.076946
DMC1	0.743494	0.217579	0.455634	0.781291	0.309233	0.631967
DMD	0.723639	0.277289	0.80185	0.088338	0.46651	0.263982
DMGDH	0.607738	0.628628	0.701753	0.279843	0.44685	0.289467
DMKN	0.626898	0.575497	0.579235	0.566757	0.372853	0.441836
DMP1	0.748818	0.203241	0.541406	0.641886	0.195652	0.925509
DMPK	0.700234	0.344071	0.817812	0.067518	0.269813	0.756887
DMRT1	0.432078	0.880678	0.248242	0.968279	0.79177	0.036091
DMRT2	0.621935	0.589394	0.382967	0.869187	0.504179	0.22519
DMRT3	0.662299	0.468058	0.365307	0.886275	0.493077	0.235699
DMRTA1	0.675244	0.425092	0.33315	0.914412	0.580815	0.166315
DMRTA2	0.393962	0.909305	0.319307	0.925313	0.809257	0.0274
DMRTB1	0.419541	0.890548	0.373295	0.879057	0.675346	0.102823
DMRTC1B	0.675987	0.422391	0.620651	0.475473	0.351809	0.498846
DMRTC2	0.511952	0.804959	0.412195	0.837172	0.582548	0.164793
DMTF1	0.344573	0.94358	0.246476	0.969212	0.693879	0.090302
DMTN	0.535571	0.773779	0.57552	0.574908	0.650157	0.119273
DMWD	0.459733	0.856666	0.444962	0.795679	0.692949	0.091333
DMXL1	0.346293	0.942352	0.240633	0.971471	0.782488	0.040756
DMXL2	0.337794	0.947901	0.248841	0.967788	0.799169	0.03231
DNA2	0.634964	0.551338	0.496404	0.72055	0.339059	0.535919
DNAAF1	0.697616	0.35178	0.773632	0.128799	0.260425	0.785023
DNAAF10	0.683092	0.398822	0.382125	0.870464	0.4511	0.283035
DNAAF11	0.713638	0.304788	0.651571	0.403192	0.229396	0.860447
DNAAF2	0.511482	0.805696	0.563686	0.599656	0.326076	0.57751
DNAAF3	0.550356	0.749865	0.51297	0.693199	0.333615	0.552517
DNAAF4	0.807541	0.091039	0.732007	0.208397	0.218186	0.88382
DNAAF5	0.529436	0.781733	0.560589	0.604714	0.361345	0.474589
DNAAF6	0.549354	0.75124	0.504848	0.707046	0.247449	0.819298
DNAAF8	0.619234	0.59617	0.638272	0.433538	0.404393	0.366511
DNAAF9	0.420267	0.890106	0.429477	0.815811	0.436119	0.305082
DNAH1	0.611708	0.617677	0.719586	0.238105	0.238165	0.842868
DNAH10	0.607213	0.630052	0.704763	0.27233	0.207159	0.904346
DNAH10OS	0.613502	0.61203	0.645499	0.417334	0.308612	0.634274
DNAH11	0.647325	0.514166	0.727125	0.219347	0.195185	0.926197
DNAH12	0.595068	0.65863	0.714704	0.249448	0.276081	0.735969
DNAH14	0.584822	0.681709	0.609172	0.502873	0.359827	0.478173
DNAH17	0.62312	0.585809	0.703612	0.275374	0.212932	0.894132
DNAH2	0.601732	0.644095	0.71277	0.253965	0.223102	0.873803
DNAH3	0.632673	0.558409	0.735367	0.201817	0.232303	0.855438
DNAH5	0.624447	0.582323	0.67594	0.343432	0.215329	0.889958
DNAH6	0.645847	0.51893	0.735308	0.201915	0.212318	0.895605
DNAH7	0.56325	0.726295	0.700349	0.283427	0.296267	0.674932
DNAH8	0.634968	0.551289	0.7223	0.231279	0.197718	0.921974
DNAH9	0.652639	0.497766	0.739996	0.192094	0.187197	0.938767
DNAI1	0.705484	0.328652	0.42557	0.820476	0.418788	0.335428
DNAI2	0.665588	0.457353	0.444699	0.795924	0.411277	0.3507
DNAI3	0.58585	0.679254	0.433402	0.810901	0.459032	0.272625
DNAI4	0.627645	0.573779	0.435623	0.807709	0.446179	0.290449
DNAI7	0.48414	0.834815	0.412469	0.836779	0.377042	0.43123
DNAJA1	0.673901	0.429462	0.551083	0.623619	0.338862	0.536951
DNAJA2	0.432687	0.880088	0.470784	0.761306	0.60199	0.152566
DNAJA3	0.760432	0.174171	0.629922	0.453327	0.324433	0.582863
DNAJA4	0.74634	0.210312	0.645667	0.416843	0.254324	0.80108
DNAJB1	0.788722	0.118979	0.618698	0.480285	0.281811	0.718586
DNAJB11	0.605996	0.63344	0.628311	0.457697	0.355084	0.490351
DNAJB12	0.646204	0.517604	0.575974	0.573779	0.359065	0.480432
DNAJB13	0.81547	0.080579	0.750145	0.171569	0.216001	0.888092
DNAJB14	0.525724	0.787479	0.566997	0.59342	0.489438	0.238743
DNAJB2	0.7913	0.114117	0.666907	0.366413	0.221754	0.876406
DNAJB3	0.718399	0.292119	0.738689	0.195188	0.219162	0.881905
DNAJB4	0.780764	0.131893	0.596392	0.529929	0.274693	0.740584
DNAJB5	0.757191	0.181832	0.552915	0.619691	0.34951	0.505131
DNAJB6	0.697858	0.351093	0.438176	0.804567	0.507004	0.222686
DNAJB7	0.798814	0.102823	0.561361	0.603143	0.267343	0.76494
DNAJB8	0.868788	0.031525	0.612422	0.495507	0.219591	0.880825
DNAJB9	0.848374	0.048269	0.457669	0.778689	0.229057	0.860987
DNAJC1	0.67424	0.42848	0.711955	0.256126	0.282916	0.716082
DNAJC10	0.709803	0.315787	0.661349	0.3808	0.234799	0.849644
DNAJC11	0.500724	0.817628	0.417165	0.830788	0.631452	0.132924
DNAJC12	0.656853	0.484655	0.791559	0.10194	0.237936	0.843506
DNAJC13	0.385836	0.915296	0.448166	0.79126	0.622518	0.138129
DNAJC14	0.353816	0.93754	0.528069	0.668058	0.684024	0.09644
DNAJC15	0.718373	0.292217	0.67174	0.35399	0.300277	0.660889
DNAJC16	0.705835	0.327866	0.620342	0.476307	0.241838	0.833636
DNAJC17	0.800284	0.100663	0.744401	0.183403	0.213317	0.893494
DNAJC18	0.723901	0.276749	0.704382	0.273214	0.219728	0.880383
DNAJC19	0.802805	0.097275	0.551147	0.623324	0.264533	0.773582
DNAJC2	0.496692	0.822293	0.530882	0.663148	0.547724	0.189541
DNAJC21	0.767839	0.157771	0.68693	0.315885	0.194506	0.927523
DNAJC22	0.717372	0.294967	0.623557	0.467911	0.268115	0.762534
DNAJC24	0.642117	0.530567	0.745533	0.181242	0.261774	0.781291
DNAJC25	0.696341	0.355757	0.74977	0.172207	0.26355	0.776479
DNAJC27	0.82021	0.075227	0.799303	0.091235	0.215761	0.888829
DNAJC28	0.690307	0.375252	0.385888	0.865946	0.305213	0.645617
DNAJC3	0.713463	0.305328	0.660391	0.383256	0.255568	0.797741
DNAJC30	0.802166	0.098159	0.704319	0.27341	0.189788	0.93479
DNAJC4	0.705939	0.327719	0.740615	0.190818	0.23728	0.845028
DNAJC5	0.56597	0.721532	0.766878	0.140928	0.442302	0.296342
DNAJC5B	0.760169	0.174908	0.854747	0.030395	0.220985	0.878173
DNAJC5G	0.842273	0.053965	0.823371	0.061036	0.165126	0.965922
DNAJC6	0.365614	0.930567	0.401544	0.849791	0.643413	0.12438
DNAJC7	0.56246	0.728063	0.56582	0.595482	0.510813	0.219838
DNAJC8	0.806486	0.092757	0.812127	0.074982	0.222594	0.874932
DNAJC9	0.830308	0.064621	0.779029	0.118831	0.131815	0.990228
DNAJC9-AS1	0.656987	0.484213	0.547964	0.629266	0.427185	0.32001
DNAL1	0.674409	0.427842	0.519575	0.68274	0.365699	0.462657
DNAL4	0.573241	0.705377	0.527243	0.669482	0.298823	0.665357
DNALI1	0.759428	0.176283	0.336058	0.912153	0.454719	0.277977
DNASE1	0.627912	0.573042	0.569225	0.588706	0.260065	0.786055
DNASE1L1	0.553648	0.74358	0.564548	0.597741	0.272696	0.747803
DNASE1L2	0.578449	0.695753	0.55201	0.621164	0.321338	0.593518
DNASE1L3	0.698318	0.349963	0.490535	0.731156	0.219262	0.881709
DNASE2	0.642966	0.527425	0.460302	0.775153	0.269879	0.756494
DNASE2B	0.557756	0.73646	0.34157	0.908225	0.393262	0.391456
DND1	0.573004	0.705819	0.704476	0.272968	0.414342	0.343973
DNER	0.600589	0.646403	0.710067	0.260791	0.391512	0.395679
DNHD1	0.613518	0.611785	0.570632	0.585613	0.338773	0.537196
DNLZ	0.678303	0.414535	0.573715	0.579131	0.361594	0.474098
DNM1	0.556364	0.739062	0.480662	0.746477	0.618624	0.140879
DNM1L	0.770676	0.151829	0.63691	0.436926	0.322911	0.588019
DNM1P34	0.672939	0.433391	0.40608	0.844488	0.278944	0.726933
DNM1P46	0.586826	0.677289	0.534142	0.656764	0.520944	0.211638
DNM2	0.501711	0.816352	0.436444	0.806678	0.670162	0.106506
DNM3	0.767164	0.15944	0.525922	0.671692	0.361927	0.472772
DNMBP	0.580853	0.690302	0.623937	0.466978	0.346118	0.515492
DNMT1	0.205885	0.994304	0.196301	0.986644	0.770824	0.046747
DNMT3A	0.382309	0.918438	0.442647	0.798871	0.583584	0.16386
DNMT3B	0.494765	0.824159	0.332978	0.914658	0.528371	0.205107
DNMT3L	0.412042	0.896047	0.325266	0.920255	0.425959	0.322219
DNPEP	0.664261	0.461625	0.505045	0.706654	0.293422	0.683722
DNPH1	0.61444	0.609723	0.648216	0.410557	0.265119	0.771471
DNTT	0.634787	0.551878	0.395603	0.85534	0.303538	0.651019
DNTTIP1	0.398168	0.906163	0.385768	0.866094	0.696199	0.089074
DNTTIP2	0.667468	0.45043	0.395642	0.855242	0.397829	0.380997
DOC2A	0.731721	0.253671	0.804567	0.08436	0.367332	0.458188
DOC2B	0.735517	0.243015	0.775294	0.126	0.393914	0.389934
DOCK1	0.679153	0.411932	0.673091	0.350405	0.327289	0.573484
DOCK10	0.563158	0.726442	0.461555	0.773484	0.415674	0.341419
DOCK11	0.528806	0.782863	0.478922	0.749374	0.438162	0.302185
DOCK2	0.416095	0.893248	0.461045	0.77422	0.615447	0.142892
DOCK3	0.387205	0.914314	0.505111	0.706457	0.660828	0.112939
DOCK4	0.383205	0.91726	0.504816	0.707145	0.64976	0.119617
DOCK5	0.676531	0.420476	0.651432	0.403486	0.323994	0.58468
DOCK6	0.60476	0.636926	0.637897	0.434618	0.350848	0.501645
DOCK7	0.522179	0.792242	0.543587	0.637761	0.442454	0.296047
DOCK8	0.599953	0.647925	0.527693	0.668647	0.405059	0.365087
DOCK8-AS1	0.75392	0.189983	0.657105	0.391112	0.316527	0.608102
DOCK9	0.372288	0.925706	0.435136	0.808544	0.67078	0.106212
DOHH	0.72601	0.270415	0.732803	0.206776	0.210397	0.898699
DOK1	0.663292	0.464621	0.667773	0.363958	0.306641	0.640854
DOK2	0.663096	0.465308	0.631293	0.44984	0.279313	0.725951
DOK3	0.689599	0.377756	0.676512	0.342008	0.306744	0.640363
DOK4	0.647349	0.513921	0.629379	0.4548	0.36497	0.464768
DOK5	0.674307	0.428284	0.547353	0.630543	0.368997	0.453965
DOK6	0.718227	0.292806	0.607743	0.505819	0.336343	0.544218
DOK7	0.640483	0.535379	0.676042	0.34304	0.389757	0.399018
DOLK	0.686193	0.388019	0.490735	0.730764	0.254164	0.801866
DOLPP1	0.695909	0.35728	0.593628	0.53646	0.295333	0.678124
DONSON	0.517285	0.798674	0.292014	0.943531	0.499576	0.229069
DOP1A	0.444137	0.870366	0.38293	0.869286	0.652169	0.117898
DOP1B	0.424396	0.887159	0.435756	0.807464	0.570458	0.173386
DOT1L	0.248644	0.985613	0.263186	0.960521	0.857019	0.009477
DPAGT1	0.828064	0.066585	0.653944	0.398085	0.171201	0.959146
DPCD	0.642708	0.528308	0.278252	0.951485	0.333621	0.552467
DPEP1	0.71637	0.297078	0.718789	0.240412	0.268446	0.761159
DPEP2	0.666394	0.454358	0.713067	0.253327	0.324062	0.584385
DPEP2NB	0.58273	0.686128	0.699832	0.28436	0.366398	0.460791
DPEP3	0.707234	0.32384	0.736328	0.199411	0.331085	0.561355
DPF1	0.389861	0.912546	0.436404	0.806776	0.725422	0.071544
DPF2	0.32216	0.956592	0.310235	0.932089	0.794381	0.034766
DPF3	0.604409	0.637466	0.543507	0.638105	0.458393	0.273361
DPH1	0.518411	0.796808	0.404865	0.845519	0.468307	0.262558
DPH2	0.550904	0.748834	0.458215	0.777952	0.349529	0.505082
DPH3	0.583584	0.684164	0.614974	0.489271	0.308995	0.633047
DPH3P1	0.576347	0.699632	0.562499	0.601277	0.282866	0.716278
DPH5	0.63134	0.562386	0.387423	0.864719	0.319757	0.59892
DPH6	0.722655	0.279892	0.594933	0.53317	0.248347	0.816892
DPH7	0.602448	0.64218	0.38581	0.866045	0.446489	0.289811
DPM1	0.727667	0.265014	0.646938	0.413602	0.305396	0.644979
DPM2	0.746595	0.209772	0.775263	0.126099	0.240616	0.835993
DPM3	0.708287	0.320501	0.696497	0.29261	0.265556	0.769703
DPP10	0.46106	0.855536	0.464295	0.769752	0.561094	0.179917
DPP3	0.562428	0.728112	0.538147	0.648515	0.189164	0.935723
DPP4	0.724677	0.274	0.627817	0.458728	0.240708	0.835649
DPP6	0.606655	0.631426	0.60763	0.506212	0.402784	0.370292
DPP7	0.612703	0.614682	0.697554	0.289909	0.236927	0.845667
DPP8	0.358288	0.935036	0.409923	0.839725	0.606317	0.149472
DPP9	0.39288	0.910091	0.358619	0.892561	0.613032	0.14466
DPPA2	0.544582	0.759588	0.40785	0.842278	0.458187	0.273607
DPPA3	0.78761	0.120501	0.844543	0.038939	0.164324	0.967346
DPPA4	0.574824	0.702136	0.448808	0.790474	0.388491	0.401964
DPPA5	0.647736	0.512595	0.689987	0.308127	0.294261	0.681463
DPRX	0.648369	0.510582	0.650453	0.406187	0.312198	0.622097
DPT	0.592394	0.664031	0.459029	0.776823	0.277533	0.730764
DPY19L1	0.673277	0.432065	0.607856	0.505524	0.299028	0.664866
DPY19L2	0.735867	0.242082	0.66258	0.37756	0.265481	0.76985
DPY19L2P1	0.552782	0.745642	0.406537	0.843899	0.56519	0.177167
DPY19L2P2	0.692371	0.368966	0.563839	0.599263	0.327183	0.573828
DPY19L3	0.701313	0.34029	0.5774	0.57098	0.281752	0.718635
DPY19L4	0.592287	0.664424	0.573879	0.578689	0.374356	0.438301
DPY30	0.516945	0.799165	0.205353	0.984139	0.318588	0.602406
DPYD	0.595852	0.657059	0.526655	0.67066	0.40214	0.371618
DPYS	0.66149	0.470268	0.704425	0.273067	0.394149	0.389295
DPYSL2	0.397065	0.906899	0.518657	0.68436	0.691422	0.092315
DPYSL3	0.493635	0.825534	0.577849	0.570096	0.614163	0.143874
DPYSL4	0.712521	0.308078	0.678566	0.336705	0.342245	0.525951
DPYSL5	0.391173	0.911564	0.529496	0.665357	0.697826	0.087945
DQX1	0.555113	0.741026	0.502146	0.711613	0.400973	0.374024
DR1	0.414605	0.894181	0.389993	0.861773	0.645052	0.122907
DRAM1	0.706793	0.325215	0.742443	0.187528	0.210623	0.898404
DRAM2	0.670863	0.43943	0.652993	0.400737	0.240865	0.835306
DRAP1	0.525859	0.787282	0.343399	0.906948	0.476646	0.252443
DRAXIN	0.552395	0.746477	0.437638	0.805303	0.565665	0.176627
DRC1	0.746314	0.210459	0.609303	0.502431	0.290159	0.694476
DRC3	0.772123	0.148736	0.712196	0.255536	0.235923	0.847582
DRC7	0.605982	0.633489	0.515672	0.68932	0.339072	0.53587
DRD1	0.565831	0.721876	0.736255	0.19946	0.533553	0.20108
DRD2	0.660525	0.473017	0.733028	0.206089	0.47528	0.254309
DRD3	0.801869	0.098355	0.819557	0.065652	0.252974	0.80491
DRD4	0.6909	0.373238	0.885836	0.009526	0.371328	0.446747
DRD5	0.694634	0.361355	0.802154	0.087847	0.330323	0.563516
DRG1	0.657903	0.48166	0.534461	0.655978	0.421178	0.330862
DRG2	0.770383	0.152566	0.520969	0.680629	0.278262	0.728652
DRGX	0.769487	0.154432	0.496344	0.720648	0.485859	0.242671
DRICH1	0.853893	0.043604	0.799283	0.091284	0.177899	0.951338
DROSHA	0.554782	0.741714	0.487308	0.736312	0.474936	0.2548
DRP2	0.756881	0.182863	0.779067	0.118782	0.28985	0.695409
DSC1	0.736874	0.238792	0.709732	0.26192	0.315985	0.609821
DSC2	0.775502	0.142647	0.758688	0.155757	0.269942	0.756298
DSC3	0.599488	0.649104	0.599802	0.522809	0.478248	0.250233
DSCAM	0.528893	0.782765	0.505429	0.705966	0.675128	0.103069
DSCAML1	0.518814	0.796072	0.551843	0.621606	0.678615	0.10027
DSCC1	0.477003	0.841493	0.354318	0.896882	0.294463	0.680874
DSCR10	0.566575	0.719715	0.70858	0.264375	0.383616	0.41316
DSCR4	0.744945	0.2137	0.640178	0.429119	0.3723	0.443948
DSCR8	0.570788	0.710827	0.668758	0.36165	0.375221	0.436042
DSCR9	0.664269	0.461527	0.584029	0.557525	0.385157	0.40933
DSE	0.475352	0.842671	0.488043	0.734741	0.518742	0.213504
DSEL	0.60132	0.644734	0.488371	0.734299	0.329853	0.565431
DSG1	0.54166	0.764105	0.702827	0.276995	0.552307	0.186055
DSG2	0.702045	0.338178	0.819594	0.065505	0.294308	0.681218
DSG3	0.664345	0.461282	0.735027	0.202701	0.396854	0.383403
DSG4	0.751913	0.194304	0.778902	0.11893	0.275873	0.736852
DSN1	0.653514	0.495409	0.543912	0.636975	0.406082	0.362828
DSP	0.580115	0.69207	0.620709	0.475276	0.532669	0.201719
DSPP	0.807034	0.091873	0.9117	0.003437	0.324222	0.583599
DST	0.999867	4.90E-05	0.999993	4.90E-05	0.287686	0.701301
DSTN	0.515573	0.800638	0.612664	0.49477	0.374806	0.437319
DSTYK	0.467917	0.84989	0.570497	0.586005	0.51525	0.216106
DTD1	0.606846	0.630837	0.451987	0.785809	0.360182	0.477142
DTD2	0.651689	0.50027	0.319062	0.925608	0.319888	0.598822
DTHD1	0.614383	0.610017	0.530559	0.663737	0.329452	0.56715
DTL	0.571619	0.708912	0.410209	0.83943	0.552244	0.1863
DTNA	0.712742	0.307439	0.773976	0.128308	0.475706	0.254014
DTNB	0.846512	0.05043	0.818779	0.066536	0.29406	0.6822
DTNBP1	0.762788	0.168574	0.752529	0.166806	0.245558	0.824896
DTWD1	0.601391	0.644586	0.314975	0.928505	0.26526	0.77098
DTWD2	0.476482	0.841984	0.344323	0.905868	0.39064	0.397447
DTX1	0.647598	0.513233	0.545863	0.633243	0.410628	0.352075
DTX2	0.670639	0.440265	0.463278	0.771323	0.412267	0.348343
DTX3	0.427585	0.884704	0.519792	0.682298	0.569466	0.174073
DTX3L	0.684535	0.393125	0.506301	0.704297	0.203246	0.911515
DTX4	0.597669	0.652934	0.473861	0.757132	0.469082	0.262018
DTYMK	0.735069	0.244341	0.582178	0.561306	0.306341	0.641984
DUOX1	0.588074	0.674196	0.76185	0.150602	0.316646	0.607562
DUOX2	0.534927	0.774957	0.692108	0.302971	0.384681	0.41041
DUOXA1	0.794946	0.108225	0.738599	0.195384	0.19467	0.927228
DUOXA2	0.656301	0.486521	0.60788	0.505377	0.363674	0.467763
DUS1L	0.670602	0.440363	0.532939	0.659268	0.296063	0.675718
DUS2	0.623959	0.58355	0.547884	0.629364	0.311452	0.624945
DUS3L	0.52709	0.785416	0.389071	0.862853	0.40041	0.375301
DUS4L	0.731001	0.255978	0.484375	0.740633	0.241444	0.834667
DUSP1	0.765323	0.163369	0.706515	0.268745	0.253036	0.804665
DUSP10	0.502792	0.815271	0.44402	0.796759	0.675065	0.103118
DUSP11	0.718309	0.292413	0.527518	0.668893	0.315311	0.611687
DUSP12	0.679583	0.410656	0.664637	0.371962	0.253347	0.803879
DUSP13	0.811621	0.086325	0.730267	0.211932	0.206416	0.905819
DUSP14	0.735343	0.243702	0.688225	0.312742	0.273561	0.744218
DUSP15	0.689492	0.378247	0.800975	0.089467	0.321577	0.592634
DUSP16	0.736124	0.241296	0.656136	0.393224	0.389436	0.399656
DUSP18	0.755124	0.18738	0.793917	0.098257	0.209305	0.900368
DUSP19	0.770753	0.151633	0.670132	0.35836	0.190641	0.933562
DUSP2	0.697291	0.35286	0.716843	0.244292	0.271827	0.75011
DUSP21	0.751765	0.19509	0.696877	0.291922	0.275774	0.737294
DUSP22	0.794799	0.10852	0.777388	0.121728	0.177785	0.951436
DUSP23	0.747378	0.207071	0.647902	0.411539	0.23493	0.849448
DUSP26	0.796267	0.106212	0.730429	0.211687	0.229425	0.860349
DUSP28	0.716056	0.298208	0.779321	0.118488	0.242321	0.832458
DUSP29	0.746757	0.209182	0.698846	0.287061	0.243528	0.829855
DUSP3	0.751074	0.197005	0.639811	0.429855	0.252347	0.806776
DUSP4	0.536756	0.772109	0.545524	0.634373	0.538048	0.197348
DUSP5	0.718281	0.292512	0.672584	0.352026	0.280894	0.721483
DUSP6	0.485619	0.83344	0.532293	0.660594	0.572956	0.171127
DUSP7	0.534334	0.776086	0.618043	0.4822	0.524257	0.208495
DUSP8	0.555106	0.741124	0.625465	0.463884	0.587426	0.161453
DUSP9	0.417241	0.892757	0.561792	0.602553	0.586423	0.161846
DUT	0.668008	0.448564	0.42985	0.81532	0.527713	0.205745
DUX1	0.574977	0.701792	0.685736	0.318095	0.362137	0.472183
DUX3	0.603106	0.640609	0.70527	0.271201	0.34412	0.520992
DUX4	0.575777	0.700761	0.695952	0.294181	0.337947	0.539799
DUX4L2	0.510232	0.807169	0.591607	0.54083	0.406287	0.362485
DUX4L3	0.515717	0.800442	0.590249	0.544709	0.486155	0.242229
DUX4L4	0.494369	0.824797	0.590371	0.544414	0.41928	0.334495
DUX4L5	0.515094	0.801375	0.593076	0.538326	0.410687	0.351633
DUX4L6	0.519657	0.795041	0.592122	0.540093	0.418325	0.336803
DUX4L7	0.512979	0.803585	0.591013	0.542499	0.476566	0.252688
DUX4L9	0.478127	0.840609	0.567581	0.592487	0.47644	0.253081
DUX5	0.552691	0.74574	0.690273	0.307587	0.375219	0.436091
DUXA	0.670668	0.440167	0.662396	0.3781	0.283805	0.713086
DUXB	0.673705	0.430297	0.716762	0.244537	0.247258	0.819887
DVL1	0.800087	0.100908	0.708888	0.263737	0.401191	0.373533
DVL1P1	0.69508	0.35998	0.62296	0.469433	0.500939	0.227989
DVL2	0.731218	0.254996	0.6583	0.388411	0.425756	0.322711
DVL3	0.704335	0.331844	0.625945	0.462657	0.522636	0.210164
DXO	0.482502	0.836239	0.300763	0.938522	0.41287	0.346968
DYDC1	0.787835	0.120059	0.889618	0.008102	0.101043	0.998085
DYDC2	0.821376	0.07395	0.817728	0.067763	0.11361	0.995973
DYM	0.604256	0.637859	0.714683	0.249546	0.308059	0.636091
DYNAP	0.800238	0.10081	0.822315	0.061822	0.235151	0.849055
DYNC1H1	0.35272	0.938276	0.451389	0.786742	0.573592	0.170832
DYNC1I1	0.690247	0.37535	0.594267	0.534888	0.395699	0.385318
DYNC1I2	0.659742	0.475031	0.490628	0.730862	0.434116	0.308274
DYNC1LI1	0.42926	0.883133	0.427163	0.818758	0.686964	0.094918
DYNC1LI2	0.451182	0.863835	0.468251	0.765185	0.630786	0.133268
DYNC2H1	0.606523	0.631819	0.600472	0.521581	0.229566	0.860152
DYNC2I1	0.416567	0.892904	0.382662	0.869973	0.546816	0.190572
DYNC2I2	0.619099	0.596808	0.544863	0.635453	0.411707	0.349374
DYNC2LI1	0.637881	0.543187	0.458803	0.777068	0.374642	0.437761
DYNLL1	0.438185	0.875374	0.358985	0.891972	0.653015	0.117358
DYNLL2	0.477247	0.841345	0.391299	0.860152	0.616275	0.142548
DYNLRB1	0.693938	0.36386	0.583639	0.558507	0.347078	0.512693
DYNLRB2	0.716739	0.296293	0.652921	0.400933	0.336625	0.543138
DYNLT1	0.678251	0.414682	0.527996	0.668156	0.387963	0.403094
DYNLT2	0.603847	0.638792	0.681275	0.330616	0.381744	0.418463
DYNLT2B	0.638419	0.541468	0.548332	0.628628	0.435269	0.306801
DYNLT3	0.517668	0.798085	0.539086	0.6466	0.587593	0.161404
DYNLT4	0.58924	0.671888	0.602566	0.517653	0.442521	0.295998
DYNLT5	0.688582	0.3808	0.623265	0.468696	0.384121	0.411932
